segment,E_Władca,E_Bohater,E_Mędrzec,E_Opiekun,E_Kochanek,E_Błazen,E_Twórca,E_Odkrywca,E_Czarodziej,E_Towarzysz,E_Niewinny,E_Buntownik
0,0.9562841530054644,1.6775956284153006,0.9398907103825137,0.9016393442622951,-0.9344262295081968,-0.9453551912568307,1.2076502732240437,0.9016393442622951,0.9016393442622951,-0.8797814207650273,-0.8579234972677595,-0.9344262295081968
1,1.6616766467065869,0.9041916167664671,0.9281437125748503,1.188622754491018,0.8862275449101796,-0.9461077844311377,0.9221556886227545,-0.9401197604790419,-0.9461077844311377,0.9221556886227545,0.9580838323353293,-0.9341317365269461
2,-0.9415584415584416,-0.9285714285714286,-0.9415584415584416,-0.922077922077922,0.935064935064935,0.9285714285714286,1.0,1.724025974025974,0.8636363636363636,0.9155844155844156,-0.8961038961038961,1.0551948051948052
3,0.9245283018867925,1.8930817610062893,0.9622641509433962,0.9622641509433962,-0.9119496855345912,-0.8490566037735849,0.8050314465408805,0.9622641509433962,0.9119496855345912,-0.9119496855345912,-0.9371069182389937,-0.89937106918239
4,-0.875,-0.875,-0.875,-0.75,1.0,1.0,-1.0,1.6875,1.0,1.0,-0.875,1.1875
