segment,G_Władca,G_Bohater,G_Mędrzec,G_Opiekun,G_Kochanek,G_Błazen,G_Twórca,G_Odkrywca,G_Czarodziej,G_Towarzysz,G_Niewinny,G_Buntownik
0,3.8961748633879782,6.453551912568306,1.6010928961748634,-5.743169398907104,-4.316939890710382,-3.2841530054644807,4.109289617486339,1.092896174863388,1.1530054644808743,-4.0710382513661205,-1.4863387978142077,2.66120218579235
1,6.005988023952096,-2.7095808383233533,4.233532934131737,5.302395209580839,0.9940119760479041,-4.12874251497006,-2.7395209580838324,-4.317365269461078,-4.104790419161676,0.9011976047904192,5.278443113772455,-4.320359281437126
2,-4.126623376623376,-0.8441558441558441,-0.8733766233766234,-4.162337662337662,-2.603896103896104,0.961038961038961,0.6428571428571429,6.237012987012987,0.7922077922077922,5.142857142857143,-4.116883116883117,5.159090909090909
3,4.70440251572327,6.226415094339623,2.0817610062893084,-6.440251572327044,-4.251572327044025,-5.314465408805032,5.981132075471698,0.5974842767295597,0.3081761006289308,-4.30188679245283,-0.07547169811320754,2.5723270440251573
4,-4.0625,-0.9375,-0.5,-4.0625,-2.125,0.6875,2.5,6.4375,1.1875,4.625,-4.4375,4.0625
