segment,AX_Niezal,AX_Stabil
0,8.191803278688525,-1.3207650273224043
1,-7.944910179640718,10.880239520958083
2,4.5672077922077925,-8.117857142857144
3,8.088679245283018,-0.469496855345912
4,4.45625,-7.859375
